Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2022;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2022;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2015;115;Pigeons, volailles;Duiven, gevogelte;1;1;0
PE délivrés;MV afgeleverd;2015;72;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2020;102;Métaux, fonderies;Metaal, gieterijen;1;0;1
PE délivrés;MV afgeleverd;2014;64;Fours;Ovens;10;1;9
PE délivrés;MV afgeleverd;2020;91;Marbre;Marmer;0;0;0
PE délivrés;MV afgeleverd;2020;173;Produits dangereux;Gevaarlijke producten;0;0;0
PE délivrés;MV afgeleverd;2014;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;3;2;1
PE délivrés;MV afgeleverd;2019;71;Gaz;Gas;5;1;4
PE délivrés;MV afgeleverd;2014;215;Déchets  dangereux (décharges);Gevaarlijke afvalstoffen (stortplaatsen);1;0;1
PE délivrés;MV afgeleverd;2019;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;3;0;3
PE délivrés;MV afgeleverd;2014;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2019;99;Dégraissage, fontaine;Ontvettingsfontein;3;1;2
PE délivrés;MV afgeleverd;2014;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;0;0;0
PE délivrés;MV afgeleverd;2019;66;Fumier;Mest;1;0;1
PE délivrés;MV afgeleverd;2014;123;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2019;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;1;0;1
PE délivrés;MV afgeleverd;2019;72;Gaz;Gas;0;0;0
PE délivrés;MV afgeleverd;2018;67;Morgues;Funeraria;1;0;1
PE délivrés;MV afgeleverd;2018;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
PE délivrés;MV afgeleverd;2018;110;Peaux;Huiden;0;0;0
PE délivrés;MV afgeleverd;2017;22;Boues, terres excavées;Slib, uitgegraven grond;0;0;0
PE délivrés;MV afgeleverd;2014;29;Chantiers;Werven;1;0;1
PE délivrés;MV afgeleverd;2014;15;Béton;Beton;0;0;0
PE délivrés;MV afgeleverd;2014;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
PE délivrés;MV afgeleverd;2014;36;Colles (dépôts);Lijm (opslagplaat-sen);0;0;0
PE délivrés;MV afgeleverd;2014;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2014;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2024;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;36;10;26
PE délivrés;MV afgeleverd;2024;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;24;7;17
PE délivrés;MV afgeleverd;2024;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;6;3;3
PE délivrés;MV afgeleverd;2024;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;5;1;4
PE délivrés;MV afgeleverd;2024;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);4;0;4
PE délivrés;MV afgeleverd;2023;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;47;2;45
PE délivrés;MV afgeleverd;2023;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;14;1;13
PE délivrés;MV afgeleverd;2023;62;Permanent, puits;Permanente, waterput;5;0;5
PE délivrés;MV afgeleverd;2023;62;Forage;Boring;3;0;3
PE délivrés;MV afgeleverd;2023;133;Ruchers;Bijenkorven;1;1;0
PE délivrés;MV afgeleverd;2022;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;139;32;107
PE délivrés;MV afgeleverd;2022;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;46;3;43
PE délivrés;MV afgeleverd;2022;19;Bois (dépôts);Hout (opslagplaat-sen);3;1;2
PE délivrés;MV afgeleverd;2022;88;Liquides inflammables;Ontvlambare vloeistoffen;3;0;3
PE délivrés;MV afgeleverd;2022;98;Soudage, chalumeaux;Lassen, toortsen;2;0;2
PE délivrés;MV afgeleverd;2022;123;Produits minéraux;Minerale producten;2;0;2
PE délivrés;MV afgeleverd;2022;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
PE délivrés;MV afgeleverd;2022;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
PE délivrés;MV afgeleverd;2021;162;GSM;GSM;34;0;34
PE délivrés;MV afgeleverd;2021;64;Fours;Ovens;12;2;10
PE délivrés;MV afgeleverd;2021;45;DEEE;AEEA;11;0;11
PE délivrés;MV afgeleverd;2021;117;Poisson, magasins, conserves;Foto, labo, ontwikkeling;5;3;2
PE délivrés;MV afgeleverd;2021;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;4;1;3
PE délivrés;MV afgeleverd;2021;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;4;0;4
PE délivrés;MV afgeleverd;2021;15;Béton;Beton;2;0;2
PE délivrés;MV afgeleverd;2021;112;Produits phytopharmaceutiques;Huiden;2;0;2
PE délivrés;MV afgeleverd;2021;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;2;0;2
PE délivrés;MV afgeleverd;2021;122;Produits d'origine végétale (dépôts de);Groenten, fruit, groothandels;0;0;0
PE délivrés;MV afgeleverd;2021;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2020;153;Ventilation;Ventilatie;21;1;20
PE délivrés;MV afgeleverd;2020;72;Gaz;Gas;6;0;6
PE délivrés;MV afgeleverd;2020;135;Musique;Muziek;5;5;0
PE délivrés;MV afgeleverd;2020;13;Automobiles (réparation);Auto's (herstellingen);4;2;2
PE délivrés;MV afgeleverd;2020;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;3;0;3
PE délivrés;MV afgeleverd;2020;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;2;2;0
PE délivrés;MV afgeleverd;2020;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
PE délivrés;MV afgeleverd;2019;12;Automobiles (lavage);Auto's (wassen);15;3;12
PE délivrés;MV afgeleverd;2019;233;Véhicules (stationnement);Voertuigen (parkeren);5;0;5
PE délivrés;MV afgeleverd;2019;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);3;1;2
PE délivrés;MV afgeleverd;2019;14;Piscines;Zwembaden;0;0;0
PE délivrés;MV afgeleverd;2019;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2019;97;Métaux (traitement chimique);Metalen (chemische bewerking);0;0;0
PE délivrés;MV afgeleverd;2018;40;Combustion (installations de);Verbranding (inrichtingen);158;61;97
PE délivrés;MV afgeleverd;2018;90;Magasins;Winkels;13;3;10
PE délivrés;MV afgeleverd;2018;172;Loisirs;Recreatie;3;0;3
PE délivrés;MV afgeleverd;2018;114;Photo (développement);Foto (ontwikkeling);1;0;1
PE délivrés;MV afgeleverd;2018;145;Textile (traitement chimique);Textiel (chemische bewerking);1;0;1
PE délivrés;MV afgeleverd;2018;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;51;Déchets;Afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;55;Electricité, moulin à vent;Windmolens, windturbine, elektriciteit;0;0;0
PE délivrés;MV afgeleverd;2018;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2018;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;0;0;0
PE délivrés;MV afgeleverd;2018;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2017;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);149;1;148
PE délivrés;MV afgeleverd;2017;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);12;7;5
PE délivrés;MV afgeleverd;2017;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
PE délivrés;MV afgeleverd;2016;104;Moteurs;Motoren;60;2;58
PE délivrés;MV afgeleverd;2016;128;Produits pharmaceutiques (préparation);Farmaceutische producten (aanmaak);2;0;2
PE délivrés;MV afgeleverd;2016;173;Produits dangereux;Gevaarlijke producten;2;0;2
PE délivrés;MV afgeleverd;2016;95;Matières synthétiques (production);Kunststof (productie);1;0;1
PE délivrés;MV afgeleverd;2016;28;Polystyrène;Polystyreen;0;0;0
PE délivrés;MV afgeleverd;2016;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
PE délivrés;MV afgeleverd;2016;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
PE délivrés;MV afgeleverd;2015;224;Garages;Garages;18;1;17
PE délivrés;MV afgeleverd;2015;83;Imprimerie;Drukkerijen;3;0;3
PE délivrés;MV afgeleverd;2015;24;Brasseries;Bierbrouwerijen;2;0;2
PE délivrés;MV afgeleverd;2015;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;0;1
PE délivrés;MV afgeleverd;2015;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2015;45;DEEE (dépôt);AEEA (opslag);0;0;0
PE délivrés;MV afgeleverd;2015;57;Epices;Kruiden;0;0;0
PE délivrés;MV afgeleverd;2015;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2015;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2015;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2015;149;Chaudière à vapeur industrielle;Industriële stoomketel;0;0;0
PE délivrés;MV afgeleverd;2014;132;Refroidissement (installations de);Koeling (inrichtingen);24;1;23
PE délivrés;MV afgeleverd;2014;97;Métaux (traitement chimique);Metalen (chemische bewerking);3;0;3
PE délivrés;MV afgeleverd;2014;1;Abattoirs;Slachtuizen;1;0;1
PE délivrés;MV afgeleverd;2014;130;Produits chimiques (préparation);Scheikundige producten (productie);1;0;1
PE délivrés;MV afgeleverd;2014;154;Vernis (dépôts);Vernis (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2014;24;Brasseries;Bierbrouwerijen;0;0;0
PE délivrés;MV afgeleverd;2014;72;Réservoirs;Gasreservoirs;0;0;0
PE délivrés;MV afgeleverd;2014;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2014;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
PE délivrés;MV afgeleverd;2014;94;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2014;98;Soudage, chalumeaux;Lassen, toortsen;0;0;0
PE délivrés;MV afgeleverd;2014;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
PE délivrés;MV afgeleverd;2024;27;Amiante;Asbest;85;0;85
PE délivrés;MV afgeleverd;2024;132;Refroidissement (installations de);Koeling (inrichtingen);6;0;6
PE délivrés;MV afgeleverd;2024;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;5;0;5
PE délivrés;MV afgeleverd;2024;28;Polystyrène;Polystyreen;3;3;0
PE délivrés;MV afgeleverd;2024;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;0;1
PE délivrés;MV afgeleverd;2023;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;69;11;58
PE délivrés;MV afgeleverd;2023;71;Gaz;Gas;32;7;25
PE délivrés;MV afgeleverd;2023;62;Forage, géothermie;Boring, geothermie;6;1;5
PE délivrés;MV afgeleverd;2023;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;4;0;4
PE délivrés;MV afgeleverd;2023;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;3;1;2
PE délivrés;MV afgeleverd;2023;51;Déchets;Afvalstoffen;2;0;2
PE délivrés;MV afgeleverd;2023;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);1;0;1
PE délivrés;MV afgeleverd;2022;72;Réservoirs;Gasreservoirs;26;2;24
PE délivrés;MV afgeleverd;2022;224;Garages, parkings;Garages, parkings;13;0;13
PE délivrés;MV afgeleverd;2022;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;7;0;7
PE délivrés;MV afgeleverd;2022;90;Magasins, supermarchés;Winkels, supermarkten;5;0;5
PE délivrés;MV afgeleverd;2022;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);4;0;4
PE délivrés;MV afgeleverd;2022;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);2;1;1
PE délivrés;MV afgeleverd;2022;28;Polystyrène;Polystyreen;1;1;0
PE délivrés;MV afgeleverd;2022;147;Café;Koffiebranderij;1;1;0
PE délivrés;MV afgeleverd;2022;45;DEEE (dépôt);AEEA (opslag);0;0;0
PE délivrés;MV afgeleverd;2022;151;Stationnement (véhicules);Voertuigen (parkeren);0;0;0
PE délivrés;MV afgeleverd;2022;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2021;22;Boues (dépôts);Slib (opslag);2;0;2
PE délivrés;MV afgeleverd;2021;74;Gaz, bonbonnes;Gaz, spuitbus;2;0;2
PE délivrés;MV afgeleverd;2021;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);1;0;1
PE délivrés;MV afgeleverd;2021;162;Antennes;Antennes;1;0;1
PE délivrés;MV afgeleverd;2021;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;1;1;0
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2020;104;Moteurs;Motoren;15;2;13
PE délivrés;MV afgeleverd;2020;12;Automobiles (lavage);Auto's (wassen);7;0;7
PE délivrés;MV afgeleverd;2020;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;3;0;3
PE délivrés;MV afgeleverd;2020;90;Magasins;Winkels;2;0;2
PE délivrés;MV afgeleverd;2020;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;2;0;2
PE délivrés;MV afgeleverd;2020;28;Polystyrène;Polystyreen;1;1;0
PE délivrés;MV afgeleverd;2020;66;Fumier;Mest;1;0;1
PE délivrés;MV afgeleverd;2020;162;Antennes;Antennes;0;0;0
PE délivrés;MV afgeleverd;2019;148;Transformateurs statiques;Statische transformatoren;81;15;66
PE délivrés;MV afgeleverd;2019;68;Garages (couverts);Garages (overdekte);77;19;58
PE délivrés;MV afgeleverd;2019;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;6;5;1
PE délivrés;MV afgeleverd;2019;68;Garages, parkings;Garages, parkings;5;0;5
PE délivrés;MV afgeleverd;2019;48;Compacteur, broyeur;Pers, breker, vermaler;1;0;1
PE délivrés;MV afgeleverd;2019;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;0;0;0
PE délivrés;MV afgeleverd;2019;110;Peaux;Huiden;0;0;0
PE délivrés;MV afgeleverd;2018;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);10;1;9
PE délivrés;MV afgeleverd;2018;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2018;214;Déchets  dangereux (dépôts);Gevaarlijke afvalstoffen (opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2018;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;1;1;0
PE délivrés;MV afgeleverd;2018;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
PE délivrés;MV afgeleverd;2018;218;Déchets non dangereux (Décharges);Ongevaarlijke afvalstoffen (stortplaatsen);0;0;0
PE délivrés;MV afgeleverd;2017;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);19;0;19
PE délivrés;MV afgeleverd;2017;82;Imprimerie;Drukkerijen;4;0;4
PE délivrés;MV afgeleverd;2017;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;3;2;1
PE délivrés;MV afgeleverd;2017;22;Boues (dépôts);Slib (opslag);3;0;3
PE délivrés;MV afgeleverd;2017;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);2;0;2
PE délivrés;MV afgeleverd;2017;24;Brasseries;Bierbrouwerijen;1;0;1
PE délivrés;MV afgeleverd;2017;14;Piscines;Zwembaden;0;0;0
PE délivrés;MV afgeleverd;2017;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
PE délivrés;MV afgeleverd;2017;51;Déchets;Afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2017;55;Electricité, pompes;Elektriciteit, pompen;0;0;0
PE délivrés;MV afgeleverd;2017;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;0;0;0
PE délivrés;MV afgeleverd;2017;93;Plastic;Plastiek;0;0;0
PE délivrés;MV afgeleverd;2017;106;Os, sous-produits animaux;Beenderen, dierlijke bijproducten;0;0;0
PE délivrés;MV afgeleverd;2016;40;Combustion (installations de);Verbranding (inrichtingen);173;69;104
PE délivrés;MV afgeleverd;2016;18;Bois (travail);Hout (bewerking);14;2;12
PE délivrés;MV afgeleverd;2016;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;7;4;3
PE délivrés;MV afgeleverd;2016;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);5;0;5
PE délivrés;MV afgeleverd;2016;98;Métaux (traitement thermique);Metalen (thermische bewerking);2;0;2
PE délivrés;MV afgeleverd;2016;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;1;1;0
PE délivrés;MV afgeleverd;2016;16;Béton, fabrication, sol;Productie, vloer;0;0;0
PE délivrés;MV afgeleverd;2016;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;0;0;0
PE délivrés;MV afgeleverd;2016;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;0;0;0
PE délivrés;MV afgeleverd;2016;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2016;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
PE délivrés;MV afgeleverd;2016;55;Electricité, pompes;Elektriciteit, pompen;0;0;0
PE délivrés;MV afgeleverd;2016;67;Morgues;Funeraria;0;0;0
PE délivrés;MV afgeleverd;2016;74;Bouteilles, bonbonnes, réservoirs;Gasflessen, spuitbus, tanks;0;0;0
PE délivrés;MV afgeleverd;2016;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
PE délivrés;MV afgeleverd;2016;162;GSM;GSM;0;0;0
PE délivrés;MV afgeleverd;2015;55;Electricité;Elektriciteit;76;7;69
PE délivrés;MV afgeleverd;2015;18;Bois (travail);Hout (bewerking);17;2;15
PE délivrés;MV afgeleverd;2015;69;Gaz (butane-propane);Gas (butaan-propaan);3;0;3
PE délivrés;MV afgeleverd;2015;173;Produits dangereux;Gevaarlijke producten;2;0;2
PE délivrés;MV afgeleverd;2015;68;Garages, parkings;Garages, parkings;1;1;0
PE délivrés;MV afgeleverd;2015;109;Papier;Papier;1;0;1
PE délivrés;MV afgeleverd;2015;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
